Title,Year,Keywords,MeSH Terms
Larval Frass of <i>Hermetia illucens</i> as Organic Fertilizer: Composition and Beneficial Effects on Different Crops.,2024,agriculture; bioconversion; insects,
Molecular Characterization of the Allergenic Arginine Kinase from the Edible Insect Hermetia illucens (Black Soldier Fly).,2024,allergens; arginine kinase; edible insects; epitopes; food safety,Animals; Humans; Allergens; Amino Acid Sequence; Arginine Kinase; Cross Reactions; Diptera; Edible Insects; Epitopes; Food Hypersensitivity; Insect Proteins; Simuliidae
A Comparative Study of Effects of Biodegradable and Non-biodegradable Microplastics on the Growth and Development of Black Soldier Fly Larvae (<i>Hermetia illucens</i>).,2024,Circular economy; Histology; Insect frass; Insect-based bioconversion; Microplastic mismanagement; Organic fertilizer,
Performance of feeding black soldier fly (Hermetia illucens) larvae on shrimp carcasses: A green technology for aquaculture waste management and circular economy.,2024,Bioconversion; Black soldier fly; Recycle; Shrimp carcasses; Sustainability,Animals; Larva; Diptera; Aquaculture; Waste Management; Animal Feed; Penaeidae
Effect of black soldier fly larvae as substitutes for fishmeal in broiler diet.,2023,Black soldier fly larvae; Broiler; Fishmeal,
Response of Pasture Grasses to Organic Fertilizer Produced from Black Soldier Fly Frass.,2024,Hermetia illucens; Ireland; circular economy; improved grassland; organic agriculture,
Reproductive output and other adult life-history traits of black soldier flies grown on different organic waste and by-products.,2024,Adult performance; Edible insects; Hermetia illucens; Waste valorisation,Animals; Larva; Reproduction; Female; Life History Traits; Diet; Diptera; Waste Products; Male; Simuliidae
Larval biomass production from the co-digestion of mushroom root waste and soybean curd residues by black soldier fly larvae (Hermetia illucens L.).,2024,Environmental safety; FT-IR; Heavy metals; Larval biomass; Pollution; SEM,Animals; Larva; Glycine max; Biomass; Agaricales; Diptera
Computational modelling of extrusion process temperatures on the interactions between black soldier fly larvae protein and corn flour starch.,2024,Extrusion; Molecular dynamics simulation; Protein; Starch,
Valorization of Hermetia illucens breeding rejects by chitins and chitosans production. Influence of processes and life cycle on their physicochemical characteristics.,2024,Black soldier fly (BSF); Chitin; Chitosan; Degree of acetylation (DA); Exuviae; Molar mass (Mv),Chitosan; Animals; Chitin; Diptera; Acetylation; Larva; Breeding; Life Cycle Stages; Chemical Phenomena
Relationship of black soldier fly larvae (BSFL) gut microbiota and bioconversion efficiency with properties of substrates.,2024,Bioconversion efficiency; Black soldier fly larvae; Food waste; Microbial community; Substrate properties,Animals; Larva; Gastrointestinal Microbiome; Food; Refuse Disposal; Diptera
Use of different dry materials to control the moisture in a black soldier fly (<i>Hermetia illucens</i>) rearing substrate.,2024,Agricultural byproducts; BSF; Diptera; Insect farming; Substrate ventilation,Animals; Animal Feed; Diptera; Larva; Vegetables; Coffee
Correction: Aedes albopictus microbiota: Differences between wild and mass-reared immatures do not suggest negative impacts from a diet based on black soldier fly larvae and fish food.,2024,,
"The Effect of Dietary Protein Hydrolysate from Black Soldier Fly Larvae and Schizochytrium on Palatability, Nutrient Metabolites and Health Status in Beagle Dogs.",2024,antioxidant; black soldier fly larvae; diarrhea; dogs; palatability; protein hydrolysate; schizochytrium,
Transgenic black soldier flies for production of carotenoids.,2024,,"Humans; Animals; Diptera; Larva; Animals, Genetically Modified; Vitamins; Mammals"
"Primary study on frass fertilizers from mass-reared insects: Species variation, heat treatment effects, and implications for soil application at laboratory scale.",2024,Circular economy; Compost; European Union; Insect–plant–microbe interactions; Sustainable agriculture; Waste valorization,Animals; Soil; Fertilizers; Ecosystem; Hot Temperature; Insecta
Grinding as a slaughter method for farmed black soldier fly (<i>Hermetia illucens</i>) larvae: Empirical recommendations to achieve instantaneous killing.,2024,Animal welfare; black soldier fly; farmer insect welfare; grinding; humane slaughter; insects as food and feed,
Chitin-enriched insect frass fertilizer as a biorational alternative for root-knot nematode (<i>Meloidogyne incognita</i>) management.,2024,bionematicide; insect exuviae; insect frass; nature-based solution; organic chitin,
"Rearing methods of four insect species intended as feed, food, and food ingredients: a review.",2024,industrialized insects; insect farming; insect rearing; insects as food and feed,Animals; Animal Feed; Tenebrio; Gryllidae; Diptera; Animal Husbandry; Food Ingredients; Houseflies; Larva
Using kin discrimination to construct synthetic microbial communities of Bacillus subtilis strains impacts the growth of black soldier fly larvae.,2024,community construction; genomic analysis; gut bacteria; pigeon manure,Animals; Larva; Bacillus subtilis; Gastrointestinal Microbiome; Manure; Columbidae; Microbiota; Calliphoridae
Local circular economy: BSF insect rearing in the Italian Agri-Food Industry.,2024,Black soldier fly; Circular bioeconomy; Food waste; Frass; Industrial symbiosis; Rearing substrate,Animals; Diptera; Larva; Vegetables; Food Industry; Italy
Enhanced biodegradation of microplastic and phthalic acid ester plasticizer: The role of gut microorganisms in black soldier fly larvae.,2024,Endocrine disrupter; Gut microbiota; Hermetia illucens; Plastic particles; Plasticizer,Animals; Larva; Microplastics; Plastics; Plasticizers; Diptera; Esters; Phthalic Acids
"Influence of a Mixture of Protein Hydrolysate from Black Soldier Fly Larvae and Schizochytrium on Palatability, Plasma Biochemistry, and Antioxidative and Anti-Inflammatory Capacity in Cat Diets.",2024,anti-inflammation; black soldier fly larvae; cats; palatability; protein hydrolysate; schizochytrium,
Evolving dynamics of insect frass fertilizer for sustainable nematode management and potato production.,2024,black soldier fly frass fertilizer; chitin; potato cyst nematodes; potato yield; regenerative soil input; soil health,
Vitamin E: An assistant for black soldier fly to reduce cadmium accumulation and toxicity.,2024,Bioaccumulation; Black soldier fly; Cadmium; Toxicity; Vitamin E,Animals; Cadmium; Vitamin E; Antioxidants; Diptera; Larva
Dynamic expression of cathepsin L in the black soldier fly (Hermetia illucens) gut during Escherichia coli challenge.,2024,,"Animals; Escherichia coli; Cathepsin L; Diptera; Larva; RNA, Messenger"
Biotransformation of Pb and As from sewage sludge and food waste by black soldier fly larvae: Migration mechanism of bacterial community and metalloregulatory protein scales.,2024,Arsenic; Bacterial community; Gene expression; Insect biotransformation; Lead,Animals; Larva; Sewage; Arsenic; Food Loss and Waste; Lead; Food; Refuse Disposal; Diptera; Biotransformation; Bacteria; Lactobacillus
Enhancing the authenticity of animal by-products: harmonization of DNA extraction methods from novel ingredients.,2024,DNA extraction; PCR; animal feed ingredients; authenticity; processed by-products; swine,
An alternative peptone preparation using <i>Hermetia illucens</i> (Black soldier fly) hydrolysis: process optimization and performance evaluation.,2024,Bacterial culture; Growth kinetics; Hermetia illucens larvae; Peptone,Animals; Peptones; Trypsin; Hydrolysis; Kinetics; Diptera; Larva; Culture Media
Physical pretreatment of three biowastes to improve black soldier fly larvae bioconversion efficiency.,2024,Fiber; Hermetia illucens; Mechanical pretreatment; Microbial activity; Thermal pretreatment,Animals; Cattle; Female; Larva; Diptera; Carbohydrates; Manure
Unlocking the Potential of Substrate Quality for the Enhanced Antibacterial Activity of Black Soldier Fly against Pathogens.,2024,,
"Effects of dietary exposure to plant toxins on bioaccumulation, survival, and growth of black soldier fly (<i>Hermetia illucens</i>) larvae and lesser mealworm (<i>Alphitobius diaperinus</i>).",2024,Black soldier fly larvae (Hermetia illucens); LC-MS/MS; Lesser mealworm (Alphitobius diaperinus); Pyrrolizidine alkaloids; Transfer; Tropane alkaloids,
Microbial fermentation and black soldier fly feeding to enhance maize straw degradation.,2024,Biodegradation; Black soldier fly larvae; Circular fermentation; Maize straw; Synergistic effect,Animals; Zea mays; Fermentation; Diptera; Larva; Cellulose; Bacteria
Dynamic effects of black soldier fly larvae meal on the cecal bacterial microbiota and prevalence of selected antimicrobial resistant determinants in broiler chickens.,2024,Antimicrobial resistance; Black soldier fly larvae; Cecal bacterial microbiota; Poultry,
"Effect of three different insect larvae on growth performance and antioxidant activity of thigh, breast, and liver tissues of chickens reared under mild heat stress.",2024,Black soldier fly; Broiler; Heat stress; Insect meal; Mealworm; Superworm,Animals; Thigh; Antioxidants; Chickens; Insecta; Liver; Larva; Heat Stress Disorders
Selective breeding of cold-tolerant black soldier fly (Hermetia illucens) larvae: Gut microbial shifts and transcriptional patterns.,2024,Cold tolerance; Hermetia illucens L; Intestinal microflora; Metagenome; Selective breeding; Transcriptome,Animals; Humans; Larva; Selective Breeding; Gastrointestinal Microbiome; Amino Acids; Diptera
"Black soldier fly larvae meal as a potential modulator of immune, inflammatory, and antioxidant status in gilthead seabream juveniles.",2024,Hermetia illucens; Immunity; Inflammation; Insect meal; Oxidative stress; Sparus aurata,Animals; Antioxidants; Sea Bream; Larva; Intestines; Diet; Diptera; Animal Feed
Effects of different black soldier fly larvae products on slow-growing broiler performance and carcass characteristics.,2024,Broiler nutrition; Carcass yield; Hermetia illucens; Insects as feed; Performance,Male; Animals; Larva; Chickens; Animal Feed; Diptera; Diet
Flight toward Sustainability in Poultry Nutrition with Black Soldier Fly Larvae.,2024,black soldier fly larvae; broilers; productivity; sustainability,
"Evaluation of Black Soldier Fly Larvae Meal on Growth, Body Composition, Immune Responses, and Antioxidant Capacity of Redclaw Crayfish (<i>Cherax quadricarinatus</i>) Juveniles.",2024,Decapoda; fish meal; insect meal; organic waste,
Application of frass from black soldier fly larvae treatment of cattle dung in pulp and papermaking.,2024,,Female; Cattle; Animals; Larva; Sodium Hydroxide; Diptera; Cellulose; Feces
Selenium-Rich Black Soldier Fly Supplementation Enriches Serum Indexes and Egg Selenium Content in Laying Hens.,2024,Black soldier fly; Egg selenium content; Selenium; Serum indexes,Animals; Chickens; Selenium; Dietary Supplements; Female; Eggs; Diptera; Animal Feed; Simuliidae; Superoxide Dismutase
CRISPR/Cas9-mediated efficient white genome editing in the black soldier fly Hermetia illucens.,2024,CRISPR; Cas9; Embryo microinjection; Hermetia illucens; Specific single guide RNA; White,"Animals; Gene Editing; CRISPR-Cas Systems; Diptera; RNA, Guide, CRISPR-Cas Systems; Mutation"
Black soldier fly (Hermetia illucens) larvae meal improves quail growth performance.,2024,Alternative protein; Coturnix coturnix japonica; Growth performance; Insect meal; Nutritional value,Animals; Animal Feed; Diet; Diptera; Larva; Quail; Weight Gain
Growth and Hepatopancreas Health of Juvenile Chinese Mitten Crab (<i>Eriocheir sinensis</i>) Fed Different Levels of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae Meal for Fish Meal Replacement.,2024,,
Effect of larval handling on black soldier fly life history traits and bioconversion efficiency.,2024,Hermetia illucens; adult stage; bioconversion efficiency; growth performance; handling,
"Effects of Partial Replacement of Soybean with Local Alternative Sources on Growth, Blood Parameters, Welfare, and Economic Indicators of Local and Commercial Broilers.",2024,alternative feedstuffs; economic profitability; feather cleanliness; growth performance; meat-type chicken strains,
Synergistic bioconversion of organic waste by black soldier fly (<i>Hermetia illucens</i>) larvae and thermophilic cellulose-degrading bacteria.,2023,BSFL; Wuzhishan pig; bioconversion; fiber degradation; gut microbe; manure,
Addition of plantation waste to the bioconversion of pig manure by black soldier fly larvae: Effects on heavy metal content and bioavailability.,2024,Black soldier fly larvae; Heavy metal speciation; Microbiota; Pig manure,"Animals; Swine; Larva; Manure; Biological Availability; Diptera; Metals, Heavy; Arsenic; Bacteria"
Transcriptome analysis and immune gene expression of channel catfish (<i>Ictalurus punctatus</i>) fed diets with inclusion of frass from black soldier fly larvae.,2023,RNA-seq; adaptive immunity; alternative diets; channel catfish; feed additives; frass; innate immunity; metabolism,
Antimicrobial activity of lipids extracted from Hermetia illucens reared on different substrates.,2024,Antimicrobial resistance; Black soldier fly; Fatty acids; Insects oil,Animals; Manure; Larva; Escherichia coli; Fatty Acids; Micrococcus luteus; Diptera; Micrococcus
Germination Behavior and Geographical Information System-Based Phenotyping of Root Hairs to Evaluate the Effects of Different Sources of Black Soldier Fly (<i>Hermetia illucens</i>) Larval Frass on Herbaceous Crops.,2024,chemical composition; electrical conductivity; nitrates; phytotoxicity; salinity,
From Food Waste to Functional Biopolymers: Characterization of Chitin and Chitosan Produced from Prepupae of Black Soldier Fly Reared with Different Food Waste-Based Diets.,2024,Hermetia illucens; acetylation degree; chitin; chitosan; food waste; sustainability,
Live black soldier fly (Hermetia illucens) larvae in feed for laying hens: effects on hen gut microbiota and behavior.,2024,behavior; laying hen; live black soldier fly larvae; microbiota,Animals; Female; Larva; Chickens; Gastrointestinal Microbiome; Diptera; Diet
Insect-based fish feed in decoupled aquaponic systems: Effect on lettuce production and resource use.,2024,,Animals; Lactuca; Wastewater; Fertilizers; Fishes; Diptera; Chlorophyll; Sodium
A novel defensin-like peptide C-13326 possesses protective effect against multidrug-resistant Aeromonas schubertii in hybrid snakehead (Channa maculate ♀ × Channa argus ♂).,2024,Aeromonas schubertii; black soldier fly; defensins; hybrid snakehead,Animals; Fish Diseases; Fishes; Aeromonas; Peptides; Defensins
Inhibition of pathogenic microorganisms in solid organic waste via black soldier fly larvae-mediated management.,2024,BSFL; Microbial community; Pathogenic microbes; Solid organic waste management,Humans; Animals; Swine; Larva; Solid Waste; Manure; Diptera; Composting
Intestinal microbial community well explain larval growth than feed types.,2024,Feed substrate; Intestinal microbes; Microbial functional potential; Nutrient bioconversion,Animals; Larva; Microbiota; Chickens; Dietary Fiber; Intestines; Amino Acids; Fatty Acids
"Brain size scaling through development in the whitelined sphinx moth (Hyles lineata) shows mass and cell number comparable to flies, bees, and wasps.",2024,Brain size; Development; Isotropic fractionator; Lepidoptera; Sphingidae,Bees; Animals; Wasps; Drosophila melanogaster; Organ Size; Moths; Larva; Cell Count
Effect of fatty acid-enriched black soldier fly larvae meal combined with chitinase on the metabolic processes of Nile tilapia.,2024,Chitinase; Growth; Gut microbiota; Hermetia illucens; Oreochromis niloticus,"Animals; Larva; Fatty Acids; Cichlids; Chitinases; Animal Feed; Diptera; Fatty Acids, Unsaturated; Vegetables"
The cluster digging behavior of larvae confers trophic benefits to fitness in insects.,2024,cluster digging; determinant; development; fecundity; larvae; mathematical model,Animals; Larva; Feeding Behavior; Drosophila; Simuliidae; Genetic Fitness
Big opportunities for tiny bugs: rush to boost laying hen performance using black soldier fly larvae meal.,2024,ISA Brown chicken; alternative poultry feed; black soldier fly; insect protein; profitability,Animals; Female; Larva; Chickens; Animal Feed; Diptera; Diet; Weight Gain; Animal Nutritional Physiological Phenomena
Characteristics of gut bacterial microbiota of black soldier fly (Diptera: Stratiomyidae) larvae effected by typical antibiotics.,2024,Biodegradation; Intestinal microorganisms; Resistance mechanism,Animals; Diptera; Larva; Anti-Bacterial Agents; Gastrointestinal Microbiome; Chlortetracycline; Norfloxacin; Tylosin; Bacteria; Sulfamethoxazole; Gentamicins
Effect of moisture content on larval gut microbiome and the conversion of pig manure by black soldier fly.,2024,Black soldier fly; Growth performance; Intestinal microorganism; Moisture content; Nutrient component; Pig manure,Animals; Swine; Larva; Manure; Gastrointestinal Microbiome; Diptera; Feces; Bacteria
Effect of Pulsed Electric Field Technology on the Composition and Bioactive Compounds of Black Soldier Fly Larvae Dried with Convective and Infrared-Convective Methods.,2023,allergens; chemical composition; drying; edible insects; fatty acid composition; oxidative stability; polyphenols; thermal properties,Animals; Larva; Antioxidants; Diptera; Fatty Acids; Polyphenols; Allergens
Evaluation of Black Soldier Fly <i>Hermetia illucens</i> as Food for Pink-Spotted Lady Beetle <i>Coleomegilla maculata</i>.,2023,Artemia franciscana; Chlorella vulgaris; Coccinellidae; Stratiomyidae; augmentative biological control; factitious diet; mass rearing; myristic acid,
"The complete genome sequence of <i>Kineothrix</i> sp. MB12-C1, isolated from the feces of black soldier fly larvae.",2024,Kineothrix; black soldier fly; gut microbiota,
Bacterial biota composition in gut regions of black soldier fly larvae reared on industrial residual streams: revealing community dynamics along its intestinal tract.,2023,Hermetia illucens; Illumina MiSeq; bacterial community; gut regions; hindgut; microbiota,
Effect of pectin concentration on emulsifying properties of black soldier fly (Hermetia illucens) larvae albumin modified by pH-shifting and ultrasonication.,2024,Black soldier fly larvae albumin; Emulsifying properties; Pectin; Ultrasonication; pH-shifting,Animals; Larva; Emulsions; Pectins; Diptera; Albumins; Hydrogen-Ion Concentration; Disulfides
The armoured cuticle of the black soldier fly Hermetia illucens.,2023,,"Animals; Diptera; Larva; Insecta; Calcium Carbonate; Microscopy, Electron, Transmission; Pupa"
Reducing the mass and decreasing the bioavailability of heavy mental from organic wastes treated by black soldier fly larvae.,2024,16 S rRNA; Agricultural organic wastes; Black soldier fly; Colloids; Heavy metal,"Cattle; Female; Animals; Swine; Larva; Manure; Biological Availability; Diptera; Metals, Heavy"
Effect of entomopathogenic fungus Beauveria bassiana on the growth characteristics and metabolism of black soldier fly larvae.,2023,Biocontrol agent; Black solider fly; Innate immunity; Larval weight; Metabolites,"Animals; Larva; Beauveria; Pest Control, Biological; Diptera; Purines"
A metanalysis to evaluate the effects of substrate sources on the nutritional performance of black soldier fly larvae: implications for sustainable poultry feed.,2024,bioconversion; efficiency; larval; survivability; waste reduction,Animals; Larva; Manure; Poultry; Refuse Disposal; Chickens; Diptera; Food Loss and Waste
Does the provision of live black soldier fly and yellow mealworm larvae improve Muscovy duck welfare?,2023,Behavior; Cairina moschata; Environmental enrichment; Hermetia illucens; Poultry; Tenebrio molitor; Welfare,
Uncovering nutrients and energy related gene functions of black soldier fly Hermetia illucens strain KUP.,2024,Comparative analysis; Hermetia illucens; Metabolism; Nutritional properties; Whole-genome sequencing,Animals; Larva; Diptera; Lipid Metabolism; Animal Feed; Nutrients
"Evaluation of the interrelated effects of slaughtering, drying, and defatting methods on the composition and properties of black soldier fly (<i>Hermetia illucens</i>) larvae fat.",2023,Drying; Edible insects; Fat extraction; Killing; Lipids; Lipolysis,
Fresh aquaculture sludge management with black soldier fly (Hermetia illucens L.) larvae: investigation on bioconversion performances.,2023,,Animals; Larva; Sewage; Diptera; Solid Waste; Nutrients
Whether biorefinery is a promising way to support waste source separation? From the life cycle perspective.,2024,Black soldier fly treatment; Ethanol production; Food waste; Municipal solid waste,Animals; Refuse Disposal; Food; Solid Waste; Conservation of Natural Resources; Food Loss and Waste; Life Cycle Stages; Waste Management
"Effect of enzyme-assisted fermentation on quality, safety, and microbial community of black soldier fly larvae (Hermetia illucens L.) as a novel protein source.",2023,Black soldier fly; Enzymolysis; Fermentation; Microbial succession; Protein source; Safety,Animals; Larva; Fermentation; Diptera; Lactobacillus; Microbiota
"Physicochemical, functional, and antioxidant properties of black soldier fly larvae protein.",2024,antioxidant activity; black soldier fly larvae protein; functional properties; physicochemical characteristics,Animals; Mice; Antioxidants; Larva; Diptera; Oxidative Stress; Plant Extracts
"Dietary replacement of soybean meal with black soldier fly larvae meal in juvenile Labeo rohita and Catla catla: Effects on growth, nutritional quality, oxidative stress biomarkers and disease resistance.",2023,,Animals; Larva; Catalase; Disease Resistance; Flour; Diet; Diptera; Cyprinidae; Proteins; Fatty Acids; Superoxide Dismutase; Nutritive Value; Malondialdehyde; Animal Feed
"Upcycling of food waste generated from the fresh market by utilising black soldier fly larvae: Influence on growth, bioconversion, and nutritional composition.",2024,Bioconversion; Food waste; Hermetia illucens; Rearing substrates; Waste management strategy,Animals; Larva; Refuse Disposal; Diptera; Vegetables; Lipids
Nutrient digestibility in black soldier fly larva was greater than in adults for pigs and could be estimated using fiber.,2023,Black soldier fly; Chemical composition; Nutrient digestibility; Pigs; in vitro assays,
Effects of meal processing of black soldier fly on standardized amino acids digestibility in pigs.,2023,Apparent; Extrusion; Fish meal; Larva meal; Standardized; Sustainable,
Proximate Content Monitoring of Black Soldier Fly Larval (<i>Hermetia illucens</i>) Dry Matter for Feed Material using Short-Wave Infrared Hyperspectral Imaging.,2023,black soldier fly larvae; chemical image; feed insect; hyperspectral image; quality monitoring,
Partial replacement of soybean meal with full-fat black soldier fly larvae meal in plant-based nursery diets did not influence fecal <i>Escherichia coli</i> colony forming units or improve fecal consistency when pigs were weaned into non-disinfected pens.,2023,black solider fly larvae meal; cecal mucosal microbial profile; fecal score; growth performance; nursery pig,
The Development of New Methods to Stimulate the Production of Antimicrobial Peptides in the Larvae of the Black Soldier Fly <i>Hermetia illucens</i>.,2023,Gram-positive bacteria; antimicrobial peptides (AMPs); black soldier fly; thermal injury,Animals; Humans; Larva; Antimicrobial Peptides; Diptera; Bacteria; Livestock
Sustenance Trial to Analyze the Effects of Black Soldier Fly Larvae Meal on the Reproductive Efficiency of Sows and the Hematological Properties of Suckling and Weaning Piglets.,2023,Helmetia illucens; black soldier fly; insect meal; litter size; nursing piglets; reproductive efficiency; weaning piglets,
Performance and emission characteristics of a diesel engine fuelled by biodiesel from black soldier fly larvae: Effects of synthesizing catalysts with citric acid.,2023,Black soldier fly larvae (BSFL); Catalyst synthesis; Engine performance; Exhaust emissions; Fatty acid composition; Renewable energy,
"Black soldier fly larvae meal supplementation in a low protein diet reduced performance, but improved nitrogen efficiency and intestinal morphology of duck.",2024,Ammonia; Black Soldier Fly Larvae Meals (BSFLM); Duck Performance; Low Protein Diet; Soybean Meal,
Co-digestion of chicken manure and sewage sludge in black soldier fly larvae bioconversion system: bacterial biodiversity and nutrients quality of residues for biofertilizer application.,2023,Antibiotic resistance genes; Black solider fly larvae; Metagenomics; Microbial community; Nutrients quality,Animals; Larva; Sewage; Manure; Chickens; Diptera; Nutrients; Bacteria; Digestion
Identification of functional microflora underlying the biodegradation of sulfadiazine-contaminated substrates by Hermetia illucens.,2024,Antibiotics; BSF larvae; Biodegradation; DNA stable isotope probing (DNA-SIP); High-throughput sequencing,Animals; Humans; Sulfadiazine; Anti-Bacterial Agents; Diptera; Microbiota; Larva; DNA
Correction to: Meta-analysis of larvae of the black soldier fly (Hermetia illucens) microbiota based on 16S rRNA gene amplicon sequencing.,2023,,
"Comparative study of the effects of ultrasound-assisted alkaline extraction on black soldier fly (Hermetia illucens) larvae protein: Nutritional, structural, and functional properties.",2023,Black soldier fly (Hermetia illucens); Functional properties; Insect protein; Nutritional value; Structure; Ultrasound-assisted extraction,Animals; Humans; Larva; Diptera; Amino Acids; Food; Nutritive Value
Black Soldier Fly (<i>Hermetia illucens</i>) Meal as Direct Replacement of Complex Fish Feed for Rainbow Trout (<i>Oncorhynchus mykiss</i>) and African Catfish (<i>Clarias gariepinus)</i>.,2023,African catfish; direct feeding; insect meal; rainbow trout; replacement,
<i>Hermetia illucens</i> Fermented with <i>Lactobacillus plantarum</i> KCCM12757P Alleviates Dextran Sodium Sulfate-Induced Colitis in Mice.,2023,Hermetia illucens; Lactobacillus plantarum; gene expression; inflammatory bowel disease; microbiota; riboflavin,
Exploring the Antimicrobial Potential and Stability of Black Soldier Fly <i>(Hermentia illucens)</i> Larvae Fat for Enhanced Food Shelf-Life.,2023,Black Soldier Fly (Hermetia illucens) larvae; antimicrobial activity; larval fat; model food matrix; oleogel from larval fat,
Rapid Evolutionary Adaptation to Diet Composition in the Black Soldier Fly (<i>Hermetia illucens</i>).,2023,evolutionary adaptation; insect production; low-quality diets; single-sourced waste streams; trade-offs,
"Complete genome sequence of <i>Proteiniborus</i> sp. MB09-C3, isolated from the feces of the black soldier fly larvae.",2023,Proteiniborus; black soldier fly,
Black soldier fly larvae recruit functional microbiota into the intestines and residues to promote lignocellulosic degradation in domestic biodegradable waste.,2024,Bioconversion; Microbiome; Organic wastes; Resource regeneration; aprophytic insect,Animals; Larva; Microbiota; Intestines; Diptera; Lignin
Cellulose-degrading bacteria improve conversion efficiency in the co-digestion of dairy and chicken manure by black soldier fly larvae.,2023,Biomass production; Black soldier fly; Cellulose decomposition; Gut microbiota,Animals; Larva; Manure; Chickens; Cellulose; Diptera; Bacillus subtilis; Digestion; Cellulases
Insights into the reduction of antibiotic-resistant bacteria and mobile antibiotic resistance genes by black soldier fly larvae in chicken manure.,2023,Antibiotic-resistant bacteria; Antimicrobial; Insect larvae; Nutrition competition; Organic manure,"Animals; Larva; Manure; Chickens; Angiotensin Receptor Antagonists; Angiotensin-Converting Enzyme Inhibitors; Diptera; Bacteria; Drug Resistance, Microbial; Genes, Bacterial; Anti-Bacterial Agents"
"Black soldier fly pulp in the diet of golden pompano: Effect on growth performance, liver antioxidant and intestinal health.",2023,Antioxidant; Black soldier fly pulp; Feed additive; Microbiota; Trachinotus ovatus,Animals; Antioxidants; Dietary Supplements; Kelch-Like ECH-Associated Protein 1; NF-kappa B; Perciformes; NF-E2-Related Factor 2; Diet; Fishes; Liver; Animal Feed
Near-infrared spectroscopy (NIRS) for monitoring the nutritional composition of black soldier fly larvae (BSFL) and frass.,2024,NIR spectroscopy; black soldier fly larvae; food waste; nutritional composition; proximate analysis; stockfeed,"Animals; Larva; Spectroscopy, Near-Infrared; Detergents; Animal Feed; Starch; Diptera; Sugars"
Fatty acids derived from oviposition systems guide female black soldier flies (Hermetia illucens) toward egg deposition sites.,2024,Hermetia illucens; black soldier fly; fatty acids; insects as food and feed; oviposition; oviposition site selection; tetradecanoic acid,Animals; Oviposition; Female; Diptera; Fatty Acids; Male; Decanoic Acids; Lauric Acids; Ovum
Revealing the effects of fermented food waste on the growth and intestinal microorganisms of black soldier fly (Hermetia illucens) larvae.,2023,Bioconversion; Black soldier fly; Food waste; Gut microorganisms; Insect protein; Substrate properties,
Laboratory-adapted and wild-type black soldier flies express differential plasticity in bioconversion and nutrition when reared on urban food waste streams.,2024,Hermetia illucens; genetic lines; heterogeneous food waste; nutrients,Animals; Food; Food Loss and Waste; Refuse Disposal; Larva; Diptera
In-depth biological characterization of two black soldier fly anti-<i>Pseudomonas</i> peptides reveals LPS-binding and immunomodulating effects.,2023,LPS binding; Pseudomonas aeruginosa; antimicrobial peptides; black soldier fly; lipopolysaccharide,Humans; Animals; Mice; Pseudomonas; Lipopolysaccharides; Peptides; Anti-Bacterial Agents; Anti-Infective Agents; Pseudomonas aeruginosa; Diptera
"The <i>in vitro</i> effects of black soldier fly larvae (<i>Hermitia illucens</i>) oil as a high-functional active ingredient for inhibiting hyaluronidase, anti-oxidation benefits, whitening, and UVB protection.",2023,Hermitia illucens; UV protection; anti-oxidation; black soldier fly; cosmetic application; hyaluronidase inhibition; oil; whitening,
Bokashi fermentation of brewery's spent grains positively affects larval performance of the black soldier fly Hermetia illucens while reducing gaseous nitrogen losses.,2023,BSF larvae; Circular economy; GHG emissions; N(2)O; NH(3),
Optimization of Production Methods for Black Soldier Fly Larvae (<i>Hermetia illucens</i> L.) in Burkina Faso.,2023,Burkina Faso; Hermetia illucens; containers; poultry feed; proteins; substrates,
Aedes albopictus microbiota: Differences between wild and mass-reared immatures do not suggest negative impacts from a diet based on black soldier fly larvae and fish food.,2023,,Animals; Larva; Aedes; Powders; Diet; Fishes; Eggs; Infertility
Inclusion of up to 20% Black Soldier Fly larvae meal in broiler chicken diet has a minor effect on caecal microbiota.,2023,Broiler chickens; Hermetia illucens; Insects; Microbiota; Poultry,Animals; Larva; Chickens; Diet; Microbiota; Eubacteriales; Diptera
Heavy metals transport patterns and risk evaluation in the pig manure- black soldier fly-tilapia food chain.,2023,Growth indicator; Human health safety; Survival rate; Total target hazard quotient,"Humans; Animals; Swine; Larva; Manure; Tilapia; Food Chain; Diptera; Metals, Heavy"
Development of Loop-Mediated Isothermal Amplification Method for Rapid and Sensitive Identification of <i>Hermetia illucens</i> (Diptera: Stratiomyidae).,2023,Black Soldier Fly; bioconversion; loop-mediated isothermal amplification; organic waste,
Dynamics of black soldier fly larvae composting - Impact of substrate properties and rearing conditions on process efficiency.,2023,Bio-waste; Bioconversion; Density; Feeding rate; Hermetia illucens,Animals; Dogs; Larva; Composting; Diptera; Food; Waste Management
A gut commensal bacterium promotes black soldier fly larval growth and development partly via modulation of intestinal protein metabolism.,2023,Citrobacter amalonaticus; Hermetia illucens; gut symbiont; host-microbe interaction; intestinal protein metabolism; symbiont-mediated RNAi,Humans; Animals; Larva; Diptera; Prospective Studies; Bacteria; Symbiosis
Plastics shape the black soldier fly larvae gut microbiome and select for biodegrading functions.,2023,Bioconversion; Hermetia illucens; Insect gut microbiome; Insect gut microbiota; Plastic biodegradation,"Animals; Larva; Gastrointestinal Microbiome; Plastics; RNA, Ribosomal, 16S; Diptera"
